soc_uni,soc,task_id,id,new_descript,word,definition
49-9096,49-9096.00,Riggers,13903,Set up ground rigging and cable lines to lift and move logs.,Rigging,"Equipment used to lift, move, and slide heavy objects."
49-9098,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3086,"Move tools, parts, equipment, and supplies to and from work sites and other places.",Parts,Pieces needed to make a whole machine work. Example
49-9098,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",20150,"Fix, adjust, and care for tools, equipment, and machines. Help workers who have more skills.",NA,NA
49-9098,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3080,Check equipment and machines to make sure they are working quickly and safely. Adjust as needed.,NA,NA
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",13931,"Clean, oil, or coat parts as needed. Do so before parts are attached or put together.",Coat,To cover the outside of something.
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",13931,"Clean, oil, or coat parts as needed. Do so before parts are attached or put together.",Parts,Pieces needed to make a whole machine work. Example
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",19904,"Watch the robotic machines that put together, seal, or bend aircraft structures. Make sure they work well.",Structure,Something that is built.
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",19904,"Watch the robotic machines that put together, seal, or bend aircraft structures. Make sure they work well.",Robotic,Working like a robot (a machine that works with humanlike skill.)
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",19903,Clean aircraft structures and parts. Use solvents and other cleaning products. Lower the amount of harmful gasses that a plane puts out into the air.,Structure,Something that is built.
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",19903,Clean aircraft structures and parts. Use solvents and other cleaning products. Lower the amount of harmful gasses that a plane puts out into the air.,Parts,Pieces needed to make a whole machine work. Example
51-2011,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",19903,Clean aircraft structures and parts. Use solvents and other cleaning products. Lower the amount of harmful gasses that a plane puts out into the air.,Solvent,"A liquid that dissolves, or breaks down, other substances."
51-2022,51-2022.00,Electrical and Electronic Equipment Assemblers,10022,"Read and understand diagrams, drawings, blueprints, and more. Figure out how to put something together. Figure out what you need to do so.",Blueprint,A drawing that shows how something will be built.
51-2022,51-2022.00,Electrical and Electronic Equipment Assemblers,10022,"Read and understand diagrams, drawings, blueprints, and more. Figure out how to put something together. Figure out what you need to do so.",Diagram,A drawing or plan that shows an object’s parts and how they work or fit together.
51-2022,51-2022.00,Electrical and Electronic Equipment Assemblers,10019,"Put together electronics or electronic support systems. Set up parts, wiring, and more. Use bolts, small welding tools, and more.",Weld,To join together using heat or flame.
51-2022,51-2022.00,Electrical and Electronic Equipment Assemblers,10024,Put electrical parts in place. Line them up and adjust them for wiring or set up.,NA,NA
51-2031,51-2031.00,Engine and Other Machine Assemblers,13959,Put parts in place and line them up for set up. Do so by hand or using lifts.,NA,NA
51-2031,51-2031.00,Engine and Other Machine Assemblers,13966,"Attach or set up piping, wiring, and electrical parts. Use hand tools and welding tools. Put parts together into a bigger whole.",Weld,To join together using heat or flame.
51-2031,51-2031.00,Engine and Other Machine Assemblers,13966,"Attach or set up piping, wiring, and electrical parts. Use hand tools and welding tools. Put parts together into a bigger whole.",Parts,Pieces needed to make a whole machine work. Example
51-2031,51-2031.00,Engine and Other Machine Assemblers,13967,Smooth surfaces and get rid of rough spots. Fit and clean parts. Use hand tools or power tools.,Surface,The outside of something.
51-2031,51-2031.00,Engine and Other Machine Assemblers,13967,Smooth surfaces and get rid of rough spots. Fit and clean parts. Use hand tools or power tools.,Parts,Pieces needed to make a whole machine work. Example
51-2091,51-2091.00,Fiberglass Laminators and Fabricators,13970,Use rollers to let out air bubbles and smooth seams.,Seam,A line where two edges meet.
51-2091,51-2091.00,Fiberglass Laminators and Fabricators,13973,Pat or press layers of mat or cloth into place on molds. Use brushes or hands to do so. Smooth out wrinkles and air bubbles.,Molds,Hollow forms that give objects a certain shape.
51-2091,51-2091.00,Fiberglass Laminators and Fabricators,13982,Put coatings and waxes onto molds to help add and remove parts.,Coating,A thin layer to cover the outside of something. Examples
51-2091,51-2091.00,Fiberglass Laminators and Fabricators,13982,Put coatings and waxes onto molds to help add and remove parts.,Molds,Hollow forms that give objects a certain shape.
51-2092,51-2092.00,Team Assemblers,20157,Check products and parts to make sure they are high quality.,NA,NA
51-2092,51-2092.00,Team Assemblers,20158,Package products. Get them ready for shipment.,NA,NA
51-2092,51-2092.00,Team Assemblers,20159,"Shovel, sweep, and clean work sites.",NA,NA
51-3011,51-3011.00,Bakers,11916,Set oven temperatures. Put items into hot ovens for baking.,Temperature,Level of heat or cold.
51-3011,51-3011.00,Bakers,11915,Check the color of items being baked. Change oven setting if needed. Change conveyor speeds if needed.,Conveyor,"Machine that moves products from one place to another, often rolling them along a belt."
51-3011,51-3011.00,Bakers,11921,Check to make sure raw materials meet quality standards.,Raw materials,Items added together to make a finished product.
51-3021,51-3021.00,Butchers and Meat Cutters,8784,"Prepare and place meat cuts in display counter. Make displays look good, so they catch the shopper’s eye.",Displays,Things set up for show.
51-3021,51-3021.00,Butchers and Meat Cutters,8783,"Wrap, weigh, label, and price cuts of meat.",NA,NA
51-3021,51-3021.00,Butchers and Meat Cutters,8791,Record how much meat is received and given to cooks. Keep track of meat sales.,Receive,To get or take in.
51-3023,51-3023.00,Slaughterers and Meat Packers,13986,Get rid of bones. Cut meat into standard cuts. Prepare meat for sale.,NA,NA
51-3023,51-3023.00,Slaughterers and Meat Packers,13990,Work in a line of other workers to cut meat. Make a few of the many cuts needed to carve up a dead animal.,NA,NA
51-3023,51-3023.00,Slaughterers and Meat Packers,13998,"Grind meat into hamburger. Grind or cut meat into bits used to make sausages, lunch meats, and more.",NA,NA
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",10058,"Check, touch, and taste products before and after they are finished. Make sure they meet standards.",NA,NA
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",10063,"Record info about products. Track the amount, weight, and type of product made. Keep track of the time and temperature used to make products.",Temperature,Level of heat or cold.
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",10066,Take samples of products before and after they are finished. Send samples to lab for testing.,Lab,Short for laboratory. A place where tests are done.
51-3092,51-3092.00,Food Batchmakers,4919,"Record production and test info for each batch of food products. Keep track of the ingredients used, temperature set, test results, and time cooked.",Production,The act of making something.
51-3092,51-3092.00,Food Batchmakers,4919,"Record production and test info for each batch of food products. Keep track of the ingredients used, temperature set, test results, and time cooked.",Ingredients,"Basic foodstuffs like sugar, flour, butter, and eggs."
51-3092,51-3092.00,Food Batchmakers,4919,"Record production and test info for each batch of food products. Keep track of the ingredients used, temperature set, test results, and time cooked.",Temperature,Level of heat or cold.
51-3092,51-3092.00,Food Batchmakers,4926,"Follow food recipes. Make sure food matches the taste, smell, quality, or color needed.",Recipe,Instructions that tell you how to make a meal.
51-3092,51-3092.00,Food Batchmakers,4924,"Set up and run equipment used to make food products. That includes equipment that cooks, mixes, blends, and prepares food. Follow recipes.",Recipe,Instructions that tell you how to make a meal.
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,4951,"Use and control cooking equipment. That includes kettles, cookers, vats, tanks, and boilers. Cook and prepare foods.",NA,NA
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,4947,Watch and adjust controls and settings on machines used to prepare food. Check food to make sure it is cooking well.,NA,NA
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,4946,"Collect and check product samples as they are being prepared. Test their quality, color, and more.",NA,NA
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,10160,Keep track of production info. Update written records.,Production,The act of making something.
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,10163,"Control the fuel, air, or electricity used to run a furnace. Control temperature settings.",Furnace,A kind of oven that gets very hot.
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,10163,"Control the fuel, air, or electricity used to run a furnace. Control temperature settings.",Temperature,Level of heat or cold.
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,10166,Use a TV screen to view what is going on inside a furnace. Make sure there are no problems.,Furnace,A kind of oven that gets very hot.
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10207,Watch machines to make sure they are working right. Adjust them as needed.,NA,NA
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10222,"Adjust machines to set cutting speeds, depths, and lines. Move controls and gears. Set the speed at which something moves through machine.",Depth,How deep something is.
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10216,Select the right coolants and lubricants for machines. Run them through machines.,Coolant,A liquid used to cool something or move heat from one part to another.
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10216,Select the right coolants and lubricants for machines. Run them through machines.,Lubricant,"Grease, oil, or something else that makes machine parts less likely to rub each other."
